title,price,processor,ram,ssd,display,os
ASUS TUF F16 Intel Core 5 (Series 2) 210H - (32 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,88990.0,Intel Core 5 (Series 2) Processor,32 GB DDR4 RAM,1 TB SSD,40.64 cm (16 inch) Display,64 bit Windows 11 Home Operating System
HP OMEN Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,165899.0,Intel Core i7 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD,40.89 cm (16.1 Inch) Display,Windows 11 Operating System
DELL G15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,79673.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,37.85 cm (14.9 inch) Display,64 bit Windows 11 Operating System
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,76490.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
HP OMEN Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,181599.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,40.89 cm (16.1 inch) Display,64 bit Windows 11 Operating System
HP OMEN Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,152899.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,40.89 cm (16.1 inch) Display,64 bit Windows 11 Operating System
ASUS TUF Gaming F15 with 90Whr Battery Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home...,88790.0,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
HP OMEN Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce R...,108490.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,40.89 cm (16.1 inch) Display,64 bit Windows 11 Operating System
Lenovo Intel Core i5 13th Gen - (24 GB/512 GB SSD/Windows 11 Home/NVIDIA GeForce RTX RTX 3050 6GB) 83D...,94990.0,Intel Core i5 Processor (13th Gen),24 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Home Operating System
Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,85990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gra...,73990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
ASUS Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX305...,86999.0,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForce...,64990.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen 11300H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics...,71950.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Operating System
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/N...,69990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
Lenovo IdeaPad Gaming 3 Intel Intel Core i5 11th Gen 11300H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Gr...,66990.0,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
Lenovo IdeaPad Gaming 3 Intel Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Gr...,89590.0,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
MSI Creator 15 Intel Core i7 10th Gen 10875H - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Ge...,214990.0,Intel Core i7 Processor (10th Gen),32 GB DDR4 RAM,1 TB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 10 Operating System
DELL G15 Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,115990.0,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
DELL G15 Intel Core i5 12th Gen 12500H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,88990.0,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i7 14th gen) Intel Core 7 240...",114404.0,Intel Core 7 Processor,16 GB DDR5 RAM,512 GB SSD,40.64 cm (16 Inch) Display,Windows 11 Home Operating System
ASUS ROG Strix G16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVID...,199990.0,Intel Core i9 Processor (14th Gen),16 GB DDR5 RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...",65465.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,40.64 cm (16 Inch) Display,Windows 11 Home Operating System
"ASUS Vivobook 14X For Creator, Intel H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Window...",69500.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 Inch) Display,Windows 11 Operating System
Lenovo IdeaPad Pro 5 2K OLED AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Grap...,129990.0,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,1 TB SSD,40.64 cm (16 inch) Display,Windows 11 Operating System
"ASUS ROG Zephyrus G16 OLED Powered, Intel EVO H Series, 90WHrs Battery AI PC Intel Core Ultra 7 155H -...",175190.0,Intel Core Ultra 7 Processor,16 GB LPDDR5X RAM,1 TB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
GIGABYTE Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,215300.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Home Operating System
GIGABYTE Intel Core i5 12th Gen 12500H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,149990.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Home Operating System
GIGABYTE Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,116990.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,Windows 11 Home Operating System
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB ...",89990.0,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,40.64 cm (16 Inch) Display,Windows 11 Operating System
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,74003.0,AMD Ryzen 7 Hexa Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
MSI VenturePro 15 AI Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,109990.0,Intel Core Ultra 7 Processor,16 GB DDR5 RAM,1 TB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
Acer Aspire 3 (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Aspire 3 A325-5...,47690.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,39990.0,AMD Ryzen Z1 Octa Core Processor,16 GB LPDDR5 RAM,512 GB SSD,17.78 cm (7 Inch) Touchscreen Display,Windows 11 Operating System
HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,35400.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
HP 255 G10 AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapto...,34980.0,AMD Athlon Dual Core Processor,8 GB LPDDR5 RAM,256 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
Lenovo Legion Go AMD Ryzen Z1 Extreme - (16 GB/512 GB SSD/Windows 11 Home) 8APU1 Handheld Gaming PC,69990.0,AMD Ryzen Z1 Extreme Processor,16 GB LPDDR5X RAM,512 GB SSD,22.35 cm (8.8 inch) Touchscreen Display,Windows 11 Home Operating System
HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,41990.0,AMD Ryzen 3 Quad Core Processor,16 GB LPDDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP 255R G10 (2025) Professional AMD Ryzen 3 Quad Core 7335U - (8 GB/512 GB SSD/Windows 11 Pro) 255R G1...,35990.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
HP 255R G10 (2025) Professional AMD Ryzen 3 Quad Core 7335U - (8 GB/512 GB SSD/Windows 11 Home) 255R G...,33500.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,30990.0,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15AHP1...,67490.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,38.86 cm (15.3 inch) Display,Windows 11 Home Operating System
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,45497.0,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,42990.0,AMD Ryzen 3 Quad Core Processor,16 GB LPDDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
Acer TravelLite (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) TL04-51M Thin...,47600.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 inch) Display,64 bit Windows 11 Home Operating System
Acer 3 Years Warranty Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home...,38590.0,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
Acer 3 Years Warranty Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home...,39990.0,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
Acer Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) Aspire 3 A325-5...,38990.0,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
Acer 3 Years Warranty Aspire Lite (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 H...,50990.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 15R G9 Thin and Light La...,39899.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
HP Intel Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated intel hd) 14-ek1074TU 2...,76100.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 inch) Touchscreen Display,Windows 11 Home Operating System
HP 255R G10 (2025) Professional AMD Ryzen 3 Quad Core 7335U - (16 GB/512 GB SSD/Windows 11 Home) 255R ...,39990.0,AMD Ryzen 3 Quad Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP 255R G10 (2025) Professional AMD Ryzen 3 Quad Core 7335U - (16 GB/512 GB SSD/Windows 11 Pro) 255R G...,38990.0,AMD Ryzen 3 Quad Core Processor,16 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
HP 15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light L...,39499.0,Intel Core i3 Processor (13th Gen),8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,42799.0,Intel Core i3 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
ASUS Vivobook Pro 16X OLED (2021) AMD Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB ...,162990.0,AMD Ryzen 9 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,40.64 cm (16 Inch) Display,64 bit Windows 10 Operating System
HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,35990.0,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
Acer 3 Years Warranty Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (24 GB/512 GB SSD/Windows 11 Home...,42990.0,Intel Core i3 Processor (13th Gen),24 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP Intel Core Ultra 7 - (24 GB/1 TB SSD/Windows 11 Home) 14-ep1181TU Thin and Light Laptop,84990.0,Intel Core Ultra 7 Processor,24 GB DDR5 RAM,1 TB SSD,35.56 cm (14 inch) Display,Windows 11 Home Operating System
Acer NITRO V15 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics) ANV15-52 Note...,135399.0,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP 255 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 255 G10 Thin and Light...,30500.0,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
HP AMD Ryzen 5 Hexa Core 7530U - (8 GB/512 GB SSD/Windows 11 Home) 15-fh0014AU Laptop,78990.0,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Touchscreen Display,64 bit Windows 11 Operating System
HP 15 G10 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 15 G10 Thin and Light ...,35750.0,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
Acer ALG Intel Core i5 13th Gen Core i5-13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) AL15...,65800.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
Acer Aspire Lite (2025) AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin ...,47990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP AMD Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15-FB1001AX Laptop,68999.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
Acer Swift X Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) SFX16-51...,60899.0,Intel Core i5 Processor (11th Gen),16 GB LPDDR4X RAM,512 GB SSD,40.89 cm (16.1 inch) Display,64 bit Windows 11 Operating System
Lenovo IdeaPad Slim 5i Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics...,62999.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 Inch) Display,64 bit Windows 11 Operating System
HP 250R G9 (2025) Intel Core i3 13th Gen 1315U - (32 GB/512 GB SSD/Windows 11 Home) 250R Thin and Ligh...,48990.0,Intel Core i3 Processor (13th Gen),32 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
ASUS ROG Flow Z13 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA...,175599.0,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,34.04 cm (13.4 inch) Touchscreen Display,Windows 11 Operating System
Lenovo LOQ Intel Core i7 13th Gen Intel® Core i7-13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Grap...,113890.0,Intel Core i7 Processor (13th Gen),24 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
HP 15 (2025) AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Pro) 15 Thin and Light Laptop,34590.0,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Operating System
Lenovo Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 83K100CJIN Laptop,70200.0,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,512 GB SSD,38.86 cm (15.3 inch) Display,Windows 11 Operating System
HP 15 (2025) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15 G10 Thin and Light Lap...,44891.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,64 bit Windows 11 Home Operating System
HP Intel Core Ultra 5 - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1150TU Thin and Light Laptop,68990.0,Intel Core Ultra 5 Processor,16 GB DDR5 RAM,512 GB SSD,35.56 cm (14 inch) Display,Windows 11 Home Operating System
HP Pavilion Plus Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) 16-A...,84990.0,Intel Core i5 Processor (13th Gen),16 GB LPDDR5X RAM,512 GB SSD,40.64 cm (16 Inch) Display,Windows 11 Home Operating System
ASUS Vivobook 16X (2025) Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,70990.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
ASUS ROG Flow Z13 (2025) with Office 2024 + M365 Basic* AMD Ryzen AI Max 390 - (32 GB/1 TB SSD/Windows...,239990.0,AMD Ryzen AI Max Processor,32 GB LPDDR5X RAM,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display,Windows 11 Home Operating System
HP Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15-fe0011TX Laptop,125990.0,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,512 GB SSD,39.62 cm (15.6 Inch) Touchscreen Display,64 bit Windows 11 Operating System
DELL XPS Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 40...,243990.0,Intel Core Ultra 7 Processor,32 GB LPDDR5 RAM,1 TB SSD,36.83 cm (14.5 Inch) Touchscreen Display,Windows 11 Operating System
HP Pavilion 14 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 14-EC000...,78899.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,35.56 cm (14 inch) Display,64 bit Windows 11 Operating System
ASUS Vivobook 16X (2025) Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,79990.0,Intel Core i5 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,40.64 cm (16 inch) Display,Windows 11 Home Operating System
DELL Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 3511 Laptop,72480.0,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 10 Operating System
Lenovo AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,109000.0,AMD Ryzen 7 Octa Core Processor,24 GB DDR5 RAM,512 GB SSD,39.62 cm (15.6 inch) Display,Windows 11 Operating System
